"","Ensbl","chr","DMRstart","DMRend","chrom","gene_start","gene_end","distance_relhg38","label","hgnc_symbol","entrezgene","description","chromosome_name","start_position","end_position"
"25","ENSG00000005513","chr16",987670,988252,"chr16",981808,986979,-692,"DMR Genes","SOX8",30812,"SRY-box 8 [Source:HGNC Symbol;Acc:HGNC:11203]","16",981808,986979
"26","ENSG00000005884","chr17",50087736,50088283,"chr17",50055968,50090481,0,"DMR Genes","ITGA3",3675,"integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]","17",50055968,50090481
"27","ENSG00000006015","chr19",18589959,18590704,"chr19",18588685,18592336,0,"DMR Genes","REX1BD",55049,"required for excision 1-B domain containing [Source:HGNC Symbol;Acc:HGNC:26098]","19",18588685,18592336
"28","ENSG00000006016","chr19",18589959,18590704,"chr19",18572220,18607741,0,"DMR Genes","CRLF1",9244,"cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364]","19",18572220,18607741
"29","ENSG00000006116","chr16",24346762,24346892,"chr16",24255553,24362801,0,"DMR Genes","CACNG3",10368,"calcium voltage-gated channel auxiliary subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:1407]","16",24255553,24362801
"30","ENSG00000006125","chr17",35691422,35691995,"chr17",35578046,35726409,0,"DMR Genes","AP2B1",163,"adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]","17",35578046,35726409
"31","ENSG00000006283","chr17",50577010,50577442,"chr17",50561068,50627474,0,"DMR Genes","CACNA1G",8913,"calcium voltage-gated channel subunit alpha1 G [Source:HGNC Symbol;Acc:HGNC:1394]","17",50561068,50627474
"32","ENSG00000006638","chr19",3595704,3595908,"chr19",3594506,3606840,0,"DMR Genes","TBXA2R",6915,"thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]","19",3594506,3606840
"33","ENSG00000006740","chr17",12983988,12985594,"chr17",12789539,12991643,0,"DMR Genes","ARHGAP44",9912,"Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]","17",12789539,12991643
"34","ENSG00000007001","chr2",157919267,157919373,"chr2",157876702,158136154,0,"DMR Genes","UPP2",151531,"uridine phosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:23061]","2",157876702,158136154
"35","ENSG00000007038","chr16",2827316,2827947,"chr16",2817180,2826304,-1013,"DMR Genes","PRSS21",10942,"serine protease 21 [Source:HGNC Symbol;Acc:HGNC:9485]","16",2817180,2826304
"36","ENSG00000007047","chr19",45234163,45234796,"chr19",45079288,45305283,0,"DMR Genes","MARK4",57787,"microtubule affinity regulating kinase 4 [Source:HGNC Symbol;Acc:HGNC:13538]","19",45079288,45305283
"37","ENSG00000007047","chr19",45128472,45128657,"chr19",45079288,45305283,0,"DMR Genes","MARK4",57787,"microtubule affinity regulating kinase 4 [Source:HGNC Symbol;Acc:HGNC:13538]","19",45079288,45305283
"38","ENSG00000007171","chr17",27782921,27783070,"chr17",27756766,27800499,0,"DMR Genes","NOS2",4843,"nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]","17",27756766,27800499
"39","ENSG00000007174","chr17",11737001,11737523,"chr17",11598431,11969748,0,"DMR Genes","DNAH9",1770,"dynein axonemal heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:2953]","17",11598431,11969748
"40","ENSG00000007174","chr17",11587754,11588816,"chr17",11598431,11969748,9616,"DMR Genes","DNAH9",1770,"dynein axonemal heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:2953]","17",11598431,11969748
"41","ENSG00000007237","chr17",10022638,10022898,"chr17",9910609,10198551,0,"DMR Genes","GAS7",8522,"growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]","17",9910609,10198551
"42","ENSG00000007237","chr17",10145224,10145686,"chr17",9910609,10198551,0,"DMR Genes","GAS7",8522,"growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]","17",9910609,10198551
"43","ENSG00000007237","chr17",9974195,9974282,"chr17",9910609,10198551,0,"DMR Genes","GAS7",8522,"growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]","17",9910609,10198551
"44","ENSG00000007384","chr16",60426,61364,"chr16",58059,76355,0,"DMR Genes","RHBDF1",64285,"rhomboid 5 homolog 1 [Source:HGNC Symbol;Acc:HGNC:20561]","16",58059,76355
"45","ENSG00000007402","chr3",50453163,50453839,"chr3",50362799,50504244,0,"DMR Genes","CACNA2D2",9254,"calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:HGNC Symbol;Acc:HGNC:1400]","3",50362799,50504244
"46","ENSG00000008056","chrX",47619509,47619903,"chrX",47571898,47619943,0,"DMR Genes","SYN1",6853,"synapsin I [Source:HGNC Symbol;Acc:HGNC:11494]","X",47571898,47619943
"47","ENSG00000008086","chrX",18650770,18652049,"chrX",18425583,18653629,0,"DMR Genes","CDKL5",6792,"cyclin dependent kinase like 5 [Source:HGNC Symbol;Acc:HGNC:11411]","X",18425583,18653629
"48","ENSG00000008197","chr6",50710748,50710807,"chr6",50713828,50772988,3022,"DMR Genes","TFAP2D",83741,"transcription factor AP-2 delta [Source:HGNC Symbol;Acc:HGNC:15581]","6",50713828,50772988
"49","ENSG00000008256","chr7",6217948,6218865,"chr7",6161776,6272644,0,"DMR Genes","CYTH3",9265,"cytohesin 3 [Source:HGNC Symbol;Acc:HGNC:9504]","7",6161776,6272644
"50","ENSG00000008441","chr19",13010490,13012700,"chr19",12995608,13098796,0,"DMR Genes","NFIX",4784,"nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788]","19",12995608,13098796
"51","ENSG00000008441","chr19",13027588,13031046,"chr19",12995608,13098796,0,"DMR Genes","NFIX",4784,"nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788]","19",12995608,13098796
"52","ENSG00000008441","chr19",13024979,13025339,"chr19",12995608,13098796,0,"DMR Genes","NFIX",4784,"nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788]","19",12995608,13098796
"53","ENSG00000008513","chr8",133457868,133458180,"chr8",133454848,133571940,0,"DMR Genes","ST3GAL1",6482,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]","8",133454848,133571940
"54","ENSG00000008838","chr17",40023496,40024426,"chr17",40019097,40061215,0,"DMR Genes","MED24",9862,"mediator complex subunit 24 [Source:HGNC Symbol;Acc:HGNC:22963]","17",40019097,40061215
"55","ENSG00000008838","chr17",40026844,40027117,"chr17",40019097,40061215,0,"DMR Genes","MED24",9862,"mediator complex subunit 24 [Source:HGNC Symbol;Acc:HGNC:22963]","17",40019097,40061215
"56","ENSG00000009709","chr1",18738206,18738855,"chr1",18631006,18748866,0,"DMR Genes","PAX7",5081,"paired box 7 [Source:HGNC Symbol;Acc:HGNC:8621]","1",18631006,18748866
"57","ENSG00000009709","chr1",18670757,18671592,"chr1",18631006,18748866,0,"DMR Genes","PAX7",5081,"paired box 7 [Source:HGNC Symbol;Acc:HGNC:8621]","1",18631006,18748866
"58","ENSG00000010017","chr6",13714969,13716309,"chr6",13621498,13711564,-3406,"DMR Genes","RANBP9",10048,"RAN binding protein 9 [Source:HGNC Symbol;Acc:HGNC:13727]","6",13621498,13711564
"59","ENSG00000010278","chr12",6207950,6209428,"chr12",6199715,6238271,0,"DMR Genes","CD9",928,"CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]","12",6199715,6238271
"60","ENSG00000010278","chr12",6210199,6211548,"chr12",6199715,6238271,0,"DMR Genes","CD9",928,"CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]","12",6199715,6238271
"61","ENSG00000010278","chr12",6229238,6230920,"chr12",6199715,6238271,0,"DMR Genes","CD9",928,"CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]","12",6199715,6238271
"62","ENSG00000010278","chr12",6199319,6200082,"chr12",6199715,6238271,0,"DMR Genes","CD9",928,"CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]","12",6199715,6238271
"63","ENSG00000010295","chr12",6550095,6550515,"chr12",6538375,6556083,0,"DMR Genes","IFFO1",25900,"intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970]","12",6538375,6556083
"64","ENSG00000010327","chr3",52518488,52519248,"chr3",52495338,52524495,0,"DMR Genes","STAB1",23166,"stabilin 1 [Source:HGNC Symbol;Acc:HGNC:18628]","3",52495338,52524495
"65","ENSG00000010327","chr3",52509874,52510088,"chr3",52495338,52524495,0,"DMR Genes","STAB1",23166,"stabilin 1 [Source:HGNC Symbol;Acc:HGNC:18628]","3",52495338,52524495
"66","ENSG00000010803","chr1",41044948,41045811,"chr1",41027200,41242154,0,"DMR Genes","SCMH1",22955,"Scm polycomb group protein homolog 1 [Source:HGNC Symbol;Acc:HGNC:19003]","1",41027200,41242154
"67","ENSG00000010803","chr1",41179734,41181912,"chr1",41027200,41242154,0,"DMR Genes","SCMH1",22955,"Scm polycomb group protein homolog 1 [Source:HGNC Symbol;Acc:HGNC:19003]","1",41027200,41242154
"68","ENSG00000011105","chr12",3276930,3277386,"chr12",3077355,3286564,0,"DMR Genes","TSPAN9",10867,"tetraspanin 9 [Source:HGNC Symbol;Acc:HGNC:21640]","12",3077355,3286564
"69","ENSG00000011105","chr12",3176686,3177327,"chr12",3077355,3286564,0,"DMR Genes","TSPAN9",10867,"tetraspanin 9 [Source:HGNC Symbol;Acc:HGNC:21640]","12",3077355,3286564
"70","ENSG00000011105","chr12",3288669,3289044,"chr12",3077355,3286564,-2106,"DMR Genes","TSPAN9",10867,"tetraspanin 9 [Source:HGNC Symbol;Acc:HGNC:21640]","12",3077355,3286564
"71","ENSG00000011105","chr12",3283810,3283981,"chr12",3077355,3286564,0,"DMR Genes","TSPAN9",10867,"tetraspanin 9 [Source:HGNC Symbol;Acc:HGNC:21640]","12",3077355,3286564
"72","ENSG00000011243","chr19",15402749,15403279,"chr19",15380048,15419141,0,"DMR Genes","AKAP8L",26993,"A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857]","19",15380048,15419141
"73","ENSG00000011332","chr19",38212044,38213254,"chr19",38211006,38229714,0,"DMR Genes","DPF1",8193,"double PHD fingers 1 [Source:HGNC Symbol;Acc:HGNC:20225]","19",38211006,38229714
"74","ENSG00000011332","chr19",38214200,38214982,"chr19",38211006,38229714,0,"DMR Genes","DPF1",8193,"double PHD fingers 1 [Source:HGNC Symbol;Acc:HGNC:20225]","19",38211006,38229714
"75","ENSG00000011376","chr3",45550972,45551641,"chr3",45388506,45549421,-1552,"DMR Genes","LARS2",23395,"leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17095]","3",45388506,45549421
"76","ENSG00000011478","chr19",45701803,45702319,"chr19",45692483,45703989,0,"DMR Genes","QPCTL",54814,"glutaminyl-peptide cyclotransferase like [Source:HGNC Symbol;Acc:HGNC:25952]","19",45692483,45703989
"77","ENSG00000012048","chr17",43140117,43141063,"chr17",43044295,43170245,0,"DMR Genes","BRCA1",672,"BRCA1, DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1100]","17",43044295,43170245
"78","ENSG00000012061","chr19",45461871,45463241,"chr19",45407333,45478828,0,"DMR Genes","ERCC1",2067,"ERCC excision repair 1, endonuclease non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3433]","19",45407333,45478828
"79","ENSG00000012232","chr8",28685098,28686174,"chr8",28600469,28755599,0,"DMR Genes","EXTL3",2137,"exostosin like glycosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:3518]","8",28600469,28755599
"80","ENSG00000012822","chr12",53708791,53710518,"chr12",53708517,53727745,0,"DMR Genes","CALCOCO1",57658,"calcium binding and coiled-coil domain 1 [Source:HGNC Symbol;Acc:HGNC:29306]","12",53708517,53727745
"81","ENSG00000013588","chr12",12890611,12890932,"chr12",12890782,12917937,0,"DMR Genes","GPRC5A",9052,"G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]","12",12890782,12917937
"82","ENSG00000013619","chrX",150362554,150362822,"chrX",150361422,150514178,0,"DMR Genes","MAMLD1",10046,"mastermind like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:2568]","X",150361422,150514178
"83","ENSG00000013619","chrX",150364850,150366173,"chrX",150361422,150514178,0,"DMR Genes","MAMLD1",10046,"mastermind like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:2568]","X",150361422,150514178
"84","ENSG00000015133","chr14",91349340,91349827,"chr14",91271323,91417844,0,"DMR Genes","CCDC88C",440193,"coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]","14",91271323,91417844
"85","ENSG00000015133","chr14",91323541,91324779,"chr14",91271323,91417844,0,"DMR Genes","CCDC88C",440193,"coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]","14",91271323,91417844
"86","ENSG00000015133","chr14",91353879,91354660,"chr14",91271323,91417844,0,"DMR Genes","CCDC88C",440193,"coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]","14",91271323,91417844
"87","ENSG00000015676","chr7",44390648,44391658,"chr7",44379121,44490880,0,"DMR Genes","NUDCD3",23386,"NudC domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22208]","7",44379121,44490880
"88","ENSG00000016391","chr3",53821508,53822213,"chr3",53812335,53846390,0,"DMR Genes","CHDH",55349,"choline dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24288]","3",53812335,53846390
"89","ENSG00000018625","chr1",160138991,160141867,"chr1",160115759,160143591,0,"DMR Genes","ATP1A2",477,"ATPase Na+/K+ transporting subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:800]","1",160115759,160143591
"90","ENSG00000019144","chr11",118627671,118628246,"chr11",118606440,118658038,0,"DMR Genes","PHLDB1",23187,"pleckstrin homology like domain family B member 1 [Source:HGNC Symbol;Acc:HGNC:23697]","11",118606440,118658038
"91","ENSG00000019169","chr2",118992320,118993062,"chr2",118942166,118994660,0,"DMR Genes","MARCO",8685,"macrophage receptor with collagenous structure [Source:HGNC Symbol;Acc:HGNC:6895]","2",118942166,118994660
"92","ENSG00000019485","chr11",45102332,45102748,"chr11",45095806,45235110,0,"DMR Genes","PRDM11",56981,"PR/SET domain 11 [Source:HGNC Symbol;Acc:HGNC:13996]","11",45095806,45235110
"93","ENSG00000020633","chr1",24965111,24965581,"chr1",24899511,24965121,0,"DMR Genes","RUNX3",864,"runt related transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10473]","1",24899511,24965121
"94","ENSG00000021645","chr14",79279920,79280844,"chr14",78170373,79868290,0,"DMR Genes","NRXN3",9369,"neurexin 3 [Source:HGNC Symbol;Acc:HGNC:8010]","14",78170373,79868290
"95","ENSG00000022267","chrX",136151143,136151585,"chrX",136146702,136211359,0,"DMR Genes","FHL1",2273,"four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]","X",136146702,136211359
"96","ENSG00000023892","chr6",35318781,35319329,"chr6",35297852,35321771,0,"DMR Genes","DEF6",50619,"DEF6, guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:2760]","6",35297852,35321771
"97","ENSG00000023892","chr6",35297382,35297611,"chr6",35297852,35321771,242,"DMR Genes","DEF6",50619,"DEF6, guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:2760]","6",35297852,35321771
"98","ENSG00000024048","chr6",42552363,42554158,"chr6",42564062,42693504,9905,"DMR Genes","UBR2",23304,"ubiquitin protein ligase E3 component n-recognin 2 [Source:HGNC Symbol;Acc:HGNC:21289]","6",42564062,42693504
"99","ENSG00000025434","chr11",47268553,47268690,"chr11",47248300,47269032,0,"DMR Genes","NR1H3",10062,"nuclear receptor subfamily 1 group H member 3 [Source:HGNC Symbol;Acc:HGNC:7966]","11",47248300,47269032
"100","ENSG00000026036","chr20",63666287,63666395,"chr20",63659300,63698684,0,"DMR Genes","RTEL1-TNFRSF6B",100533107,"RTEL1-TNFRSF6B readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:44095]","20",63659300,63698684
"101","ENSG00000026297","chr6",166952359,166952761,"chr6",166929504,166957191,0,"DMR Genes","RNASET2",8635,"ribonuclease T2 [Source:HGNC Symbol;Acc:HGNC:21686]","6",166929504,166957191
"102","ENSG00000026508","chr11",35144107,35144467,"chr11",35138870,35232402,0,"DMR Genes","CD44",960,"CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]","11",35138870,35232402
"103","ENSG00000026559","chr20",51030765,51031092,"chr20",51003656,51023129,-7637,"DMR Genes","KCNG1",3755,"potassium voltage-gated channel modifier subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:6248]","20",51003656,51023129
"104","ENSG00000027001","chr13",23842675,23842837,"chr13",23730189,23889419,0,"DMR Genes","MIPEP",4285,"mitochondrial intermediate peptidase [Source:HGNC Symbol;Acc:HGNC:7104]","13",23730189,23889419
"105","ENSG00000027075","chr14",61477841,61478636,"chr14",61187559,61550976,0,"DMR Genes","PRKCH",5583,"protein kinase C eta [Source:HGNC Symbol;Acc:HGNC:9403]","14",61187559,61550976
"106","ENSG00000027644","chr1",156858295,156859198,"chr1",156840063,156859018,0,"DMR Genes","INSRR",3645,"insulin receptor related receptor [Source:HGNC Symbol;Acc:HGNC:6093]","1",156840063,156859018
"107","ENSG00000028137","chr1",12191611,12191846,"chr1",12167003,12209228,0,"DMR Genes","TNFRSF1B",7133,"TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917]","1",12167003,12209228
"108","ENSG00000028137","chr1",12192762,12193287,"chr1",12167003,12209228,0,"DMR Genes","TNFRSF1B",7133,"TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917]","1",12167003,12209228
"109","ENSG00000029534","chr8",41668070,41668378,"chr8",41653220,41896762,0,"DMR Genes","ANK1",286,"ankyrin 1 [Source:HGNC Symbol;Acc:HGNC:492]","8",41653220,41896762
"110","ENSG00000030582","chr17",44349678,44350291,"chr17",44345086,44353102,0,"DMR Genes","GRN",2896,"granulin precursor [Source:HGNC Symbol;Acc:HGNC:4601]","17",44345086,44353102
"111","ENSG00000031823","chr19",5927324,5927826,"chr19",5916139,5978142,0,"DMR Genes","RANBP3",8498,"RAN binding protein 3 [Source:HGNC Symbol;Acc:HGNC:9850]","19",5916139,5978142
"112","ENSG00000032389","chr2",3363140,3363253,"chr2",3188925,3377882,0,"DMR Genes","EIPR1",7260,"EARP complex and GARP complex interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:12383]","2",3188925,3377882
"113","ENSG00000032389","chr2",3210279,3210377,"chr2",3188925,3377882,0,"DMR Genes","EIPR1",7260,"EARP complex and GARP complex interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:12383]","2",3188925,3377882
"114","ENSG00000033800","chr15",68197244,68198334,"chr15",68054179,68198603,0,"DMR Genes","PIAS1",8554,"protein inhibitor of activated STAT 1 [Source:HGNC Symbol;Acc:HGNC:2752]","15",68054179,68198603
"115","ENSG00000035862","chr17",78919888,78920341,"chr17",78852977,78925387,0,"DMR Genes","TIMP2",7077,"TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821]","17",78852977,78925387
"116","ENSG00000035862","chr17",78899422,78899640,"chr17",78852977,78925387,0,"DMR Genes","TIMP2",7077,"TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821]","17",78852977,78925387
"117","ENSG00000036448","chr8",2074748,2076113,"chr8",2045040,2165552,0,"DMR Genes","MYOM2",9172,"myomesin 2 [Source:HGNC Symbol;Acc:HGNC:7614]","8",2045040,2165552
"118","ENSG00000036473","chrX",38377981,38378937,"chrX",38352545,38421450,0,"DMR Genes","OTC",5009,"ornithine carbamoyltransferase [Source:HGNC Symbol;Acc:HGNC:8512]","X",38352545,38421450
"119","ENSG00000037280","chr5",180646370,180646841,"chr5",180601506,180649624,0,"DMR Genes","FLT4",2324,"fms related tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3767]","5",180601506,180649624
"120","ENSG00000038382","chr5",14249986,14251421,"chr5",14143702,14532128,0,"DMR Genes","TRIO",7204,"trio Rho guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:12303]","5",14143702,14532128
"121","ENSG00000038382","chr5",14504791,14506009,"chr5",14143702,14532128,0,"DMR Genes","TRIO",7204,"trio Rho guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:12303]","5",14143702,14532128
"122","ENSG00000038382","chr5",14426648,14427525,"chr5",14143702,14532128,0,"DMR Genes","TRIO",7204,"trio Rho guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:12303]","5",14143702,14532128
"123","ENSG00000038382","chr5",14521394,14522028,"chr5",14143702,14532128,0,"DMR Genes","TRIO",7204,"trio Rho guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:12303]","5",14143702,14532128
"124","ENSG00000038382","chr5",14502450,14503522,"chr5",14143702,14532128,0,"DMR Genes","TRIO",7204,"trio Rho guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:12303]","5",14143702,14532128
"125","ENSG00000038532","chr16",11175300,11176565,"chr16",10944488,11182189,0,"DMR Genes","CLEC16A",23274,"C-type lectin domain containing 16A [Source:HGNC Symbol;Acc:HGNC:29013]","16",10944488,11182189
"126","ENSG00000039068","chr16",68738347,68738396,"chr16",68737225,68835548,0,"DMR Genes","CDH1",999,"cadherin 1 [Source:HGNC Symbol;Acc:HGNC:1748]","16",68737225,68835548
"127","ENSG00000039068","chr16",68821721,68822185,"chr16",68737225,68835548,0,"DMR Genes","CDH1",999,"cadherin 1 [Source:HGNC Symbol;Acc:HGNC:1748]","16",68737225,68835548
"128","ENSG00000039123","chr5",55374078,55375320,"chr5",55307760,55425581,0,"DMR Genes","MTREX",23517,"Mtr4 exosome RNA helicase [Source:HGNC Symbol;Acc:HGNC:18734]","5",55307760,55425581
"129","ENSG00000039523","chr16",67518932,67519140,"chr16",67518418,67546788,0,"DMR Genes","RIPOR1",79567,"RHO family interacting cell polarization regulator 1 [Source:HGNC Symbol;Acc:HGNC:25836]","16",67518418,67546788
